id,natural_language,sql_query
6094,Show me the salary of employees where email is greater than Susan Peterson,SELECT salary FROM users WHERE email > 'Susan Peterson';
6095,"Show me the name, salary, position of employees where department is not equal to HR","SELECT name, salary, position FROM users WHERE department != 'HR';"
6096,"Show me the hire_date, name, email, department of employees where email is not equal to Marissa Blankenship","SELECT hire_date, name, email, department FROM users WHERE email != 'Marissa Blankenship';"
6097,"Show me the department, name, hire_date, salary of employees where position is before Coordinator","SELECT department, name, hire_date, salary FROM users WHERE position < 'Coordinator';"
6098,"Show me the name, salary, email of employees where position is before Director","SELECT name, salary, email FROM users WHERE position < 'Director';"
6099,"Show me the position, salary, name, age of employees where salary is equal to 86350","SELECT position, salary, name, age FROM users WHERE salary = 86350;"
6100,"Show me the age, email of employees where salary is after 79550","SELECT age, email FROM users WHERE salary > 79550;"
6101,Show me the age of employees where position is not equal to Specialist,SELECT age FROM users WHERE position != 'Specialist';
6102,"Show me the email, position, age of employees where age is greater than 56","SELECT email, position, age FROM users WHERE age > 56;"
6103,"Show me the salary, position of employees where hire_date is equal to 2021-04-08","SELECT salary, position FROM users WHERE hire_date = '2021-04-08';"
6104,"Show me the position, department, age of employees where email is not equal to Stacey Ross","SELECT position, department, age FROM users WHERE email != 'Stacey Ross';"
6105,Show me the position of employees where hire_date is greater than 2022-02-04,SELECT position FROM users WHERE hire_date > '2022-02-04';
6106,"Show me the position, hire_date of employees where department is less than HR","SELECT position, hire_date FROM users WHERE department < 'HR';"
6107,"Show me the position, salary of employees where email is less than Derek Walker","SELECT position, salary FROM users WHERE email < 'Derek Walker';"
6108,Show me the email of employees where position is equal to Coordinator,SELECT email FROM users WHERE position = 'Coordinator';
6109,"Show me the name, hire_date of employees where age is after 55","SELECT name, hire_date FROM users WHERE age > 55;"
6110,"Show me the position, age, hire_date of employees where hire_date is less than 2019-09-10","SELECT position, age, hire_date FROM users WHERE hire_date < '2019-09-10';"
6111,"Show me the name, position, salary of employees where hire_date is after 2021-10-07","SELECT name, position, salary FROM users WHERE hire_date > '2021-10-07';"
6112,Show me the email of employees where name is equal to Maria Soto,SELECT email FROM users WHERE name = 'Maria Soto';
6113,Show me the name of employees where department is equal to Finance,SELECT name FROM users WHERE department = 'Finance';
6114,"Show me the email, hire_date, salary of employees where department is less than IT Support","SELECT email, hire_date, salary FROM users WHERE department < 'IT Support';"
6115,"Show me the position, salary, email of employees where email is less than Melody Short DVM","SELECT position, salary, email FROM users WHERE email < 'Melody Short DVM';"
6116,"Show me the name, position, department, email of employees where name is equal to Benjamin Allison","SELECT name, position, department, email FROM users WHERE name = 'Benjamin Allison';"
6117,"Show me the position, salary, hire_date of employees where salary is not equal to 132792","SELECT position, salary, hire_date FROM users WHERE salary != 132792;"
6118,"Show me the department, position of employees where department is after IT Support","SELECT department, position FROM users WHERE department > 'IT Support';"
6119,"Show me the name, department, hire_date of employees where hire_date is equal to 2022-09-25","SELECT name, department, hire_date FROM users WHERE hire_date = '2022-09-25';"
6120,"Show me the department, hire_date of employees where age is less than 36","SELECT department, hire_date FROM users WHERE age < 36;"
6121,Show me the name of employees where age is before 46,SELECT name FROM users WHERE age < 46;
6122,Show me the email of employees where position is after Coordinator,SELECT email FROM users WHERE position > 'Coordinator';
6123,"Show me the name, email, age, salary of employees where email is before Cynthia Lawrence","SELECT name, email, age, salary FROM users WHERE email < 'Cynthia Lawrence';"
6124,"Show me the hire_date, position, department, name of employees where email is before Kendra Washington","SELECT hire_date, position, department, name FROM users WHERE email < 'Kendra Washington';"
6125,"Show me the hire_date, position, age, email of employees where age is less than 64","SELECT hire_date, position, age, email FROM users WHERE age < 64;"
6126,Show me the department of employees where name is after Ian Poole,SELECT department FROM users WHERE name > 'Ian Poole';
6127,"Show me the position, salary, email, hire_date of employees where email is before Michelle Johnson","SELECT position, salary, email, hire_date FROM users WHERE email < 'Michelle Johnson';"
6128,"Show me the hire_date, name of employees where position is greater than Director","SELECT hire_date, name FROM users WHERE position > 'Director';"
6129,"Show me the hire_date, department, salary, position of employees where position is equal to Engineer","SELECT hire_date, department, salary, position FROM users WHERE position = 'Engineer';"
6130,"Show me the hire_date, department of employees where hire_date is after 2019-03-14","SELECT hire_date, department FROM users WHERE hire_date > '2019-03-14';"
6131,"Show me the name, age, position, email of employees where email is less than Andrea Edwards","SELECT name, age, position, email FROM users WHERE email < 'Andrea Edwards';"
6132,"Show me the email, department of employees where name is not equal to Susan Jones","SELECT email, department FROM users WHERE name != 'Susan Jones';"
6133,"Show me the email, position, name, hire_date of employees where department is after Marketing","SELECT email, position, name, hire_date FROM users WHERE department > 'Marketing';"
6134,"Show me the age, position of employees where name is less than David Wiggins","SELECT age, position FROM users WHERE name < 'David Wiggins';"
6135,"Show me the age, email of employees where position is after Specialist","SELECT age, email FROM users WHERE position > 'Specialist';"
6136,Show me the position of employees where position is less than Coordinator,SELECT position FROM users WHERE position < 'Coordinator';
6137,"Show me the name, department, position, salary of employees where salary is greater than 145678","SELECT name, department, position, salary FROM users WHERE salary > 145678;"
6138,Show me the name of employees where department is after Engineering,SELECT name FROM users WHERE department > 'Engineering';
6139,"Show me the department, name, email, hire_date of employees where hire_date is after 2015-04-21","SELECT department, name, email, hire_date FROM users WHERE hire_date > '2015-04-21';"
6140,"Show me the department, hire_date, name, email of employees where email is less than Melinda Carter","SELECT department, hire_date, name, email FROM users WHERE email < 'Melinda Carter';"
6141,"Show me the hire_date, email, age, salary of employees where position is after Manager","SELECT hire_date, email, age, salary FROM users WHERE position > 'Manager';"
6142,Show me the department of employees where email is before Ruben Petty,SELECT department FROM users WHERE email < 'Ruben Petty';
6143,Show me the salary of employees where age is not equal to 38,SELECT salary FROM users WHERE age != 38;
6144,"Show me the email, name, salary, department of employees where department is less than Sales","SELECT email, name, salary, department FROM users WHERE department < 'Sales';"
6145,"Show me the position, name, age of employees where email is before Alexandra Cox","SELECT position, name, age FROM users WHERE email < 'Alexandra Cox';"
6146,"Show me the email, age of employees where email is not equal to Shannon Ramos","SELECT email, age FROM users WHERE email != 'Shannon Ramos';"
6147,"Show me the hire_date, email of employees where salary is equal to 91857","SELECT hire_date, email FROM users WHERE salary = 91857;"
6148,Show me the hire_date of employees where hire_date is after 2018-11-15,SELECT hire_date FROM users WHERE hire_date > '2018-11-15';
6149,"Show me the position, email of employees where age is after 46","SELECT position, email FROM users WHERE age > 46;"
6150,"Show me the salary, hire_date, name, department of employees where department is equal to Finance","SELECT salary, hire_date, name, department FROM users WHERE department = 'Finance';"
6151,Show me the salary of employees where position is less than Specialist,SELECT salary FROM users WHERE position < 'Specialist';
6152,"Show me the salary, hire_date of employees where age is less than 28","SELECT salary, hire_date FROM users WHERE age < 28;"
6153,"Show me the email, department, position, hire_date of employees where hire_date is before 2015-10-09","SELECT email, department, position, hire_date FROM users WHERE hire_date < '2015-10-09';"
6154,"Show me the age, email of employees where salary is equal to 46116","SELECT age, email FROM users WHERE salary = 46116;"
6155,"Show me the name, department, salary of employees where email is less than Christopher Lopez","SELECT name, department, salary FROM users WHERE email < 'Christopher Lopez';"
6156,"Show me the department, position, salary of employees where name is not equal to Jason Sanchez","SELECT department, position, salary FROM users WHERE name != 'Jason Sanchez';"
6157,"Show me the position, salary, department of employees where age is less than 30","SELECT position, salary, department FROM users WHERE age < 30;"
6158,"Show me the age, department, position, name of employees where salary is after 140148","SELECT age, department, position, name FROM users WHERE salary > 140148;"
6159,Show me the hire_date of employees where position is before Coordinator,SELECT hire_date FROM users WHERE position < 'Coordinator';
6160,Show me the age of employees where email is less than Shannon Love,SELECT age FROM users WHERE email < 'Shannon Love';
6161,"Show me the salary, hire_date, age of employees where department is equal to Sales","SELECT salary, hire_date, age FROM users WHERE department = 'Sales';"
6162,"Show me the hire_date, email of employees where email is greater than Erica Lee","SELECT hire_date, email FROM users WHERE email > 'Erica Lee';"
6163,"Show me the hire_date, department of employees where position is less than Director","SELECT hire_date, department FROM users WHERE position < 'Director';"
6164,"Show me the hire_date, age of employees where position is before Director","SELECT hire_date, age FROM users WHERE position < 'Director';"
6165,"Show me the position, name of employees where hire_date is before 2016-08-03","SELECT position, name FROM users WHERE hire_date < '2016-08-03';"
6166,Show me the email of employees where hire_date is greater than 2019-04-29,SELECT email FROM users WHERE hire_date > '2019-04-29';
6167,"Show me the department, name, position, hire_date of employees where email is equal to Jeremiah Thompson","SELECT department, name, position, hire_date FROM users WHERE email = 'Jeremiah Thompson';"
6168,"Show me the department, salary of employees where hire_date is greater than 2020-10-21","SELECT department, salary FROM users WHERE hire_date > '2020-10-21';"
6169,"Show me the age, salary, name, hire_date of employees where name is equal to Betty Macias","SELECT age, salary, name, hire_date FROM users WHERE name = 'Betty Macias';"
6170,"Show me the email, department, hire_date, position of employees where name is greater than Jennifer Williams","SELECT email, department, hire_date, position FROM users WHERE name > 'Jennifer Williams';"
6171,"Show me the position, name of employees where name is less than Jeffrey Montes","SELECT position, name FROM users WHERE name < 'Jeffrey Montes';"
6172,"Show me the hire_date, salary of employees where age is after 23","SELECT hire_date, salary FROM users WHERE age > 23;"
6173,"Show me the salary, hire_date, age of employees where hire_date is equal to 2015-02-27","SELECT salary, hire_date, age FROM users WHERE hire_date = '2015-02-27';"
6174,Show me the age of employees where department is greater than Finance,SELECT age FROM users WHERE department > 'Finance';
6175,"Show me the name, department, hire_date of employees where position is equal to Engineer","SELECT name, department, hire_date FROM users WHERE position = 'Engineer';"
6176,Show me the name of employees where email is greater than Lisa Miller,SELECT name FROM users WHERE email > 'Lisa Miller';
6177,"Show me the department, hire_date, salary of employees where age is equal to 57","SELECT department, hire_date, salary FROM users WHERE age = 57;"
6178,"Show me the age, name, hire_date, salary of employees where age is greater than 23","SELECT age, name, hire_date, salary FROM users WHERE age > 23;"
6179,"Show me the age, position of employees where name is not equal to Donald Clayton","SELECT age, position FROM users WHERE name != 'Donald Clayton';"
6180,"Show me the age, hire_date, email, department of employees where email is not equal to James Lyons","SELECT age, hire_date, email, department FROM users WHERE email != 'James Lyons';"
6181,"Show me the age, salary, hire_date, name of employees where position is before Engineer","SELECT age, salary, hire_date, name FROM users WHERE position < 'Engineer';"
6182,"Show me the department, hire_date, position, age of employees where email is less than Shelby Williams","SELECT department, hire_date, position, age FROM users WHERE email < 'Shelby Williams';"
6183,Show me the hire_date of employees where age is before 63,SELECT hire_date FROM users WHERE age < 63;
6184,Show me the hire_date of employees where email is after Lisa Graham,SELECT hire_date FROM users WHERE email > 'Lisa Graham';
6185,"Show me the age, hire_date, email, salary of employees where salary is less than 87510","SELECT age, hire_date, email, salary FROM users WHERE salary < 87510;"
6186,"Show me the hire_date, position of employees where salary is after 54692","SELECT hire_date, position FROM users WHERE salary > 54692;"
6187,"Show me the email, name, position, age of employees where age is after 59","SELECT email, name, position, age FROM users WHERE age > 59;"
6188,"Show me the name, department of employees where age is not equal to 54","SELECT name, department FROM users WHERE age != 54;"
6189,"Show me the salary, email of employees where hire_date is less than 2016-11-12","SELECT salary, email FROM users WHERE hire_date < '2016-11-12';"
6190,Show me the department of employees where department is greater than Marketing,SELECT department FROM users WHERE department > 'Marketing';
6191,"Show me the age, name of employees where position is equal to Engineer","SELECT age, name FROM users WHERE position = 'Engineer';"
6192,"Show me the salary, hire_date, email of employees where position is less than Coordinator","SELECT salary, hire_date, email FROM users WHERE position < 'Coordinator';"
6193,"Show me the position, name, salary of employees where hire_date is before 2023-03-08","SELECT position, name, salary FROM users WHERE hire_date < '2023-03-08';"
6194,"Show me the age, position, name of employees where age is before 38","SELECT age, position, name FROM users WHERE age < 38;"
6195,"Show me the salary, hire_date of employees where age is after 48","SELECT salary, hire_date FROM users WHERE age > 48;"
6196,"Show me the email, salary of employees where department is less than Finance","SELECT email, salary FROM users WHERE department < 'Finance';"
6197,"Show me the salary, department, name of employees where email is greater than Vanessa Simon","SELECT salary, department, name FROM users WHERE email > 'Vanessa Simon';"
6198,"Show me the hire_date, email of employees where department is less than HR","SELECT hire_date, email FROM users WHERE department < 'HR';"
6199,"Show me the position, salary, email, hire_date of employees where salary is greater than 70393","SELECT position, salary, email, hire_date FROM users WHERE salary > 70393;"
6200,Show me the position of employees where salary is not equal to 123457,SELECT position FROM users WHERE salary != 123457;
6201,"Show me the age, position of employees where name is not equal to Erin Wade","SELECT age, position FROM users WHERE name != 'Erin Wade';"
6202,Show me the salary of employees where department is before Engineering,SELECT salary FROM users WHERE department < 'Engineering';
6203,Show me the department of employees where hire_date is not equal to 2018-06-19,SELECT department FROM users WHERE hire_date != '2018-06-19';
6204,"Show me the name, hire_date of employees where email is after Samantha Morris","SELECT name, hire_date FROM users WHERE email > 'Samantha Morris';"
6205,"Show me the position, name, salary, email of employees where position is greater than Specialist","SELECT position, name, salary, email FROM users WHERE position > 'Specialist';"
6206,"Show me the email, salary of employees where name is equal to Jeffrey Haynes","SELECT email, salary FROM users WHERE name = 'Jeffrey Haynes';"
6207,Show me the salary of employees where hire_date is before 2021-08-02,SELECT salary FROM users WHERE hire_date < '2021-08-02';
6208,"Show me the age, hire_date of employees where salary is after 126893","SELECT age, hire_date FROM users WHERE salary > 126893;"
6209,Show me the email of employees where hire_date is before 2025-01-27,SELECT email FROM users WHERE hire_date < '2025-01-27';
6210,"Show me the name, department, hire_date of employees where department is greater than HR","SELECT name, department, hire_date FROM users WHERE department > 'HR';"
6211,"Show me the position, department, name, email of employees where email is greater than Lisa Gregory","SELECT position, department, name, email FROM users WHERE email > 'Lisa Gregory';"
6212,"Show me the hire_date, department, email, name of employees where salary is not equal to 64400","SELECT hire_date, department, email, name FROM users WHERE salary != 64400;"
6213,"Show me the hire_date, name, age, salary of employees where salary is less than 136861","SELECT hire_date, name, age, salary FROM users WHERE salary < 136861;"
6214,"Show me the department, position of employees where position is less than Engineer","SELECT department, position FROM users WHERE position < 'Engineer';"
6215,"Show me the email, hire_date, age of employees where salary is equal to 49635","SELECT email, hire_date, age FROM users WHERE salary = 49635;"
6216,"Show me the age, hire_date, position, name of employees where name is greater than Melanie Hall","SELECT age, hire_date, position, name FROM users WHERE name > 'Melanie Hall';"
6217,"Show me the position, salary of employees where salary is equal to 130079","SELECT position, salary FROM users WHERE salary = 130079;"
6218,"Show me the salary, name, email, department of employees where hire_date is after 2020-01-09","SELECT salary, name, email, department FROM users WHERE hire_date > '2020-01-09';"
6219,"Show me the salary, age, hire_date of employees where salary is before 133797","SELECT salary, age, hire_date FROM users WHERE salary < 133797;"
6220,"Show me the age, email, salary of employees where department is greater than Engineering","SELECT age, email, salary FROM users WHERE department > 'Engineering';"
6221,"Show me the name, hire_date, age, department of employees where salary is greater than 112165","SELECT name, hire_date, age, department FROM users WHERE salary > 112165;"
6222,Show me the position of employees where department is before Marketing,SELECT position FROM users WHERE department < 'Marketing';
6223,"Show me the name, department, hire_date, position of employees where salary is greater than 98140","SELECT name, department, hire_date, position FROM users WHERE salary > 98140;"
6224,"Show me the name, hire_date of employees where salary is equal to 67220","SELECT name, hire_date FROM users WHERE salary = 67220;"
6225,"Show me the hire_date, name, department, email of employees where department is less than Sales","SELECT hire_date, name, department, email FROM users WHERE department < 'Sales';"
6226,"Show me the position, email, hire_date of employees where age is after 45","SELECT position, email, hire_date FROM users WHERE age > 45;"
6227,"Show me the age, salary, department of employees where email is before Sandra Anderson","SELECT age, salary, department FROM users WHERE email < 'Sandra Anderson';"
6228,"Show me the email, salary, department of employees where salary is less than 110932","SELECT email, salary, department FROM users WHERE salary < 110932;"
6229,"Show me the name, position, salary of employees where age is not equal to 29","SELECT name, position, salary FROM users WHERE age != 29;"
6230,"Show me the department, salary, email, age of employees where salary is after 85902","SELECT department, salary, email, age FROM users WHERE salary > 85902;"
6231,"Show me the age, hire_date of employees where name is less than Daniel Moore","SELECT age, hire_date FROM users WHERE name < 'Daniel Moore';"
6232,Show me the hire_date of employees where department is equal to Marketing,SELECT hire_date FROM users WHERE department = 'Marketing';
6233,"Show me the email, age of employees where salary is equal to 105748","SELECT email, age FROM users WHERE salary = 105748;"
6234,"Show me the salary, department of employees where age is greater than 52","SELECT salary, department FROM users WHERE age > 52;"
6235,"Show me the email, hire_date, department, age of employees where name is greater than Debra Brown","SELECT email, hire_date, department, age FROM users WHERE name > 'Debra Brown';"
6236,"Show me the email, age of employees where salary is less than 123014","SELECT email, age FROM users WHERE salary < 123014;"
6237,"Show me the salary, position, hire_date, name of employees where age is less than 44","SELECT salary, position, hire_date, name FROM users WHERE age < 44;"
6238,Show me the name of employees where email is before Karen Gardner,SELECT name FROM users WHERE email < 'Karen Gardner';
6239,"Show me the salary, position of employees where department is greater than Sales","SELECT salary, position FROM users WHERE department > 'Sales';"
6240,Show me the department of employees where salary is greater than 84217,SELECT department FROM users WHERE salary > 84217;
6241,"Show me the age, name, hire_date, position of employees where age is less than 50","SELECT age, name, hire_date, position FROM users WHERE age < 50;"
6242,"Show me the salary, hire_date, department, name of employees where hire_date is less than 2023-04-10","SELECT salary, hire_date, department, name FROM users WHERE hire_date < '2023-04-10';"
6243,Show me the name of employees where email is before Brandon Wilson,SELECT name FROM users WHERE email < 'Brandon Wilson';
6244,"Show me the age, email, hire_date, name of employees where hire_date is before 2015-10-19","SELECT age, email, hire_date, name FROM users WHERE hire_date < '2015-10-19';"
6245,Show me the salary of employees where salary is not equal to 121089,SELECT salary FROM users WHERE salary != 121089;
6246,"Show me the age, salary, name of employees where hire_date is greater than 2016-02-10","SELECT age, salary, name FROM users WHERE hire_date > '2016-02-10';"
6247,"Show me the email, hire_date of employees where email is not equal to Keith Hurst","SELECT email, hire_date FROM users WHERE email != 'Keith Hurst';"
6248,"Show me the name, department, age of employees where salary is greater than 67020","SELECT name, department, age FROM users WHERE salary > 67020;"
6249,"Show me the department, salary of employees where age is greater than 34","SELECT department, salary FROM users WHERE age > 34;"
6250,"Show me the email, age, salary, name of employees where email is before Michael Vega","SELECT email, age, salary, name FROM users WHERE email < 'Michael Vega';"
6251,"Show me the hire_date, salary, department, email of employees where name is not equal to Shaun Perez","SELECT hire_date, salary, department, email FROM users WHERE name != 'Shaun Perez';"
6252,"Show me the age, salary, position of employees where position is not equal to Specialist","SELECT age, salary, position FROM users WHERE position != 'Specialist';"
6253,"Show me the department, hire_date, position, email of employees where salary is not equal to 71135","SELECT department, hire_date, position, email FROM users WHERE salary != 71135;"
6254,"Show me the hire_date, email, salary, position of employees where email is after Arthur Park","SELECT hire_date, email, salary, position FROM users WHERE email > 'Arthur Park';"
6255,"Show me the name, department, email, age of employees where position is before Manager","SELECT name, department, email, age FROM users WHERE position < 'Manager';"
6256,"Show me the department, name, position of employees where department is before IT Support","SELECT department, name, position FROM users WHERE department < 'IT Support';"
6257,"Show me the position, department of employees where age is equal to 23","SELECT position, department FROM users WHERE age = 23;"
6258,"Show me the email, salary of employees where hire_date is not equal to 2018-05-21","SELECT email, salary FROM users WHERE hire_date != '2018-05-21';"
6259,Show me the email of employees where hire_date is not equal to 2020-05-05,SELECT email FROM users WHERE hire_date != '2020-05-05';
6260,"Show me the department, email, salary of employees where name is less than Marissa Pacheco","SELECT department, email, salary FROM users WHERE name < 'Marissa Pacheco';"
6261,"Show me the hire_date, position of employees where salary is greater than 81624","SELECT hire_date, position FROM users WHERE salary > 81624;"
6262,"Show me the name, department, age, salary of employees where hire_date is not equal to 2022-07-23","SELECT name, department, age, salary FROM users WHERE hire_date != '2022-07-23';"
6263,"Show me the email, department, age of employees where position is less than Manager","SELECT email, department, age FROM users WHERE position < 'Manager';"
6264,"Show me the name, salary, department, email of employees where department is not equal to Marketing","SELECT name, salary, department, email FROM users WHERE department != 'Marketing';"
6265,Show me the position of employees where age is less than 52,SELECT position FROM users WHERE age < 52;
6266,"Show me the hire_date, salary, department of employees where position is greater than Director","SELECT hire_date, salary, department FROM users WHERE position > 'Director';"
6267,"Show me the hire_date, name of employees where email is equal to Jessica Smith","SELECT hire_date, name FROM users WHERE email = 'Jessica Smith';"
6268,"Show me the email, position of employees where salary is after 64606","SELECT email, position FROM users WHERE salary > 64606;"
6269,"Show me the name, salary, hire_date, email of employees where salary is after 107670","SELECT name, salary, hire_date, email FROM users WHERE salary > 107670;"
6270,"Show me the hire_date, department, age, position of employees where position is greater than Engineer","SELECT hire_date, department, age, position FROM users WHERE position > 'Engineer';"
6271,"Show me the age, department of employees where hire_date is equal to 2023-04-18","SELECT age, department FROM users WHERE hire_date = '2023-04-18';"
6272,"Show me the email, department, salary of employees where email is after Diana Woods","SELECT email, department, salary FROM users WHERE email > 'Diana Woods';"
6273,"Show me the email, salary of employees where name is greater than Mrs. Karina Fox DDS","SELECT email, salary FROM users WHERE name > 'Mrs. Karina Fox DDS';"
6274,"Show me the position, name, age, hire_date of employees where name is equal to Mark Smith","SELECT position, name, age, hire_date FROM users WHERE name = 'Mark Smith';"
6275,"Show me the age, hire_date, department, salary of employees where age is after 53","SELECT age, hire_date, department, salary FROM users WHERE age > 53;"
6276,Show me the hire_date of employees where salary is after 134789,SELECT hire_date FROM users WHERE salary > 134789;
6277,"Show me the position, email, name of employees where salary is less than 126165","SELECT position, email, name FROM users WHERE salary < 126165;"
6278,Show me the name of employees where hire_date is equal to 2021-12-23,SELECT name FROM users WHERE hire_date = '2021-12-23';
6279,"Show me the email, department, position, salary of employees where position is less than Coordinator","SELECT email, department, position, salary FROM users WHERE position < 'Coordinator';"
6280,"Show me the name, age, email of employees where email is less than Nicole Gutierrez","SELECT name, age, email FROM users WHERE email < 'Nicole Gutierrez';"
6281,"Show me the salary, hire_date, age of employees where salary is before 61447","SELECT salary, hire_date, age FROM users WHERE salary < 61447;"
6282,"Show me the hire_date, salary, position of employees where department is less than IT Support","SELECT hire_date, salary, position FROM users WHERE department < 'IT Support';"
6283,Show me the position of employees where hire_date is after 2018-05-14,SELECT position FROM users WHERE hire_date > '2018-05-14';
6284,"Show me the hire_date, position of employees where department is after Sales","SELECT hire_date, position FROM users WHERE department > 'Sales';"
6285,"Show me the hire_date, salary, position of employees where department is not equal to HR","SELECT hire_date, salary, position FROM users WHERE department != 'HR';"
6286,"Show me the email, position, name, age of employees where name is equal to Jake Stanton","SELECT email, position, name, age FROM users WHERE name = 'Jake Stanton';"
6287,Show me the age of employees where position is not equal to Director,SELECT age FROM users WHERE position != 'Director';
6288,"Show me the position, salary, name, email of employees where department is not equal to IT Support","SELECT position, salary, name, email FROM users WHERE department != 'IT Support';"
6289,"Show me the age, department, hire_date, name of employees where department is equal to Engineering","SELECT age, department, hire_date, name FROM users WHERE department = 'Engineering';"
6290,Show me the name of employees where position is equal to Coordinator,SELECT name FROM users WHERE position = 'Coordinator';
6291,"Show me the position, age, email of employees where age is greater than 46","SELECT position, age, email FROM users WHERE age > 46;"
6292,Show me the age of employees where name is greater than Heather Perez,SELECT age FROM users WHERE name > 'Heather Perez';
6293,"Show me the salary, email, department, name of employees where position is less than Specialist","SELECT salary, email, department, name FROM users WHERE position < 'Specialist';"
6294,"Show me the department, email of employees where salary is after 49583","SELECT department, email FROM users WHERE salary > 49583;"
6295,"Show me the department, hire_date, position of employees where name is after Jeremy Phillips","SELECT department, hire_date, position FROM users WHERE name > 'Jeremy Phillips';"
6296,"Show me the salary, position of employees where email is less than Alfred Lam","SELECT salary, position FROM users WHERE email < 'Alfred Lam';"
6297,"Show me the hire_date, age of employees where position is before Director","SELECT hire_date, age FROM users WHERE position < 'Director';"
6298,"Show me the hire_date, age of employees where name is equal to Stephen Hill","SELECT hire_date, age FROM users WHERE name = 'Stephen Hill';"
6299,"Show me the department, position, age of employees where position is greater than Engineer","SELECT department, position, age FROM users WHERE position > 'Engineer';"
6300,"Show me the name, email, age of employees where email is not equal to Daniel Bell","SELECT name, email, age FROM users WHERE email != 'Daniel Bell';"
6301,"Show me the email, position, name of employees where position is greater than Specialist","SELECT email, position, name FROM users WHERE position > 'Specialist';"
6302,"Show me the hire_date, salary of employees where salary is less than 60375","SELECT hire_date, salary FROM users WHERE salary < 60375;"
6303,"Show me the department, age of employees where position is equal to Manager","SELECT department, age FROM users WHERE position = 'Manager';"
6304,"Show me the salary, email of employees where name is after Garrett Cruz","SELECT salary, email FROM users WHERE name > 'Garrett Cruz';"
6305,"Show me the position, department of employees where email is equal to William Miller","SELECT position, department FROM users WHERE email = 'William Miller';"
6306,Show me the department of employees where department is greater than Finance,SELECT department FROM users WHERE department > 'Finance';
6307,Show me the age of employees where position is not equal to Coordinator,SELECT age FROM users WHERE position != 'Coordinator';
6308,"Show me the department, position, hire_date, age of employees where department is equal to IT Support","SELECT department, position, hire_date, age FROM users WHERE department = 'IT Support';"
6309,"Show me the salary, age, hire_date of employees where salary is greater than 94659","SELECT salary, age, hire_date FROM users WHERE salary > 94659;"
6310,"Show me the hire_date, department, position of employees where hire_date is equal to 2019-10-01","SELECT hire_date, department, position FROM users WHERE hire_date = '2019-10-01';"
6311,"Show me the department, name of employees where age is less than 48","SELECT department, name FROM users WHERE age < 48;"
6312,Show me the age of employees where position is equal to Engineer,SELECT age FROM users WHERE position = 'Engineer';
6313,Show me the position of employees where email is after Thomas Sparks,SELECT position FROM users WHERE email > 'Thomas Sparks';
6314,"Show me the hire_date, position of employees where email is greater than Larry Hart","SELECT hire_date, position FROM users WHERE email > 'Larry Hart';"
6315,"Show me the age, name, email, salary of employees where department is after Finance","SELECT age, name, email, salary FROM users WHERE department > 'Finance';"
6316,"Show me the position, salary of employees where department is not equal to HR","SELECT position, salary FROM users WHERE department != 'HR';"
6317,"Show me the department, email of employees where hire_date is less than 2016-06-02","SELECT department, email FROM users WHERE hire_date < '2016-06-02';"
6318,"Show me the age, name of employees where department is after Sales","SELECT age, name FROM users WHERE department > 'Sales';"
6319,"Show me the position, salary, email, age of employees where email is less than Michael Davis","SELECT position, salary, email, age FROM users WHERE email < 'Michael Davis';"
6320,"Show me the hire_date, salary of employees where department is after Marketing","SELECT hire_date, salary FROM users WHERE department > 'Marketing';"
6321,"Show me the position, age, email of employees where hire_date is after 2022-05-20","SELECT position, age, email FROM users WHERE hire_date > '2022-05-20';"
6322,"Show me the department, position, salary, age of employees where hire_date is before 2015-12-08","SELECT department, position, salary, age FROM users WHERE hire_date < '2015-12-08';"
6323,"Show me the email, position of employees where age is less than 51","SELECT email, position FROM users WHERE age < 51;"
6324,Show me the name of employees where department is not equal to Engineering,SELECT name FROM users WHERE department != 'Engineering';
6325,"Show me the position, email of employees where department is less than Marketing","SELECT position, email FROM users WHERE department < 'Marketing';"
6326,Show me the email of employees where hire_date is equal to 2020-01-05,SELECT email FROM users WHERE hire_date = '2020-01-05';
6327,"Show me the email, name, salary of employees where email is before Richard Bird","SELECT email, name, salary FROM users WHERE email < 'Richard Bird';"
6328,Show me the name of employees where name is less than Ryan Adams,SELECT name FROM users WHERE name < 'Ryan Adams';
6329,Show me the age of employees where hire_date is less than 2025-02-06,SELECT age FROM users WHERE hire_date < '2025-02-06';
6330,"Show me the age, hire_date, name, email of employees where hire_date is not equal to 2024-01-24","SELECT age, hire_date, name, email FROM users WHERE hire_date != '2024-01-24';"
6331,Show me the position of employees where hire_date is after 2018-08-26,SELECT position FROM users WHERE hire_date > '2018-08-26';
6332,Show me the name of employees where salary is greater than 116592,SELECT name FROM users WHERE salary > 116592;
6333,Show me the name of employees where department is equal to Marketing,SELECT name FROM users WHERE department = 'Marketing';
6334,"Show me the department, name of employees where email is greater than Steven Hughes","SELECT department, name FROM users WHERE email > 'Steven Hughes';"
6335,"Show me the email, salary, age, position of employees where hire_date is after 2017-11-26","SELECT email, salary, age, position FROM users WHERE hire_date > '2017-11-26';"
6336,"Show me the age, name of employees where name is greater than Sierra House","SELECT age, name FROM users WHERE name > 'Sierra House';"
6337,"Show me the hire_date, name, position, department of employees where age is not equal to 36","SELECT hire_date, name, position, department FROM users WHERE age != 36;"
